cyc,time,times,x,y,z,Bx,dBx,By,dBy,Bz,dBz
57,1573706501.51945,1573706505.51994,3,0,-10,-0.034821,0.0002566,0.0691474,0.000282578,-0.178386,0.000431102
58,1573706514.44778,1573706518.44764,3,0,-11,0.0060144,0.000101631,0.215652,0.000655683,-0.007175,0.000243864
59,1573706527.05697,1573706531.05676,3,0,-12,-0.0169732,0.000049474,0.0872884,0.000106657,-0.0089012,0.000130819
60,1573706543.95129,1573706547.95178,3,0,-13,-0.0249304,0.000007635,0.0384734,0.000007925,-0.0170826,0.000056615
61,1573706557.24717,1573706561.24648,3,0,-14,-0.0319278,0.000008468,0.0119352,0.000025044,-0.0086678,0.000027417
62,1573706570.22313,1573706574.22245,3,0,-15,-0.0162322,0.00003972,-0.0223536,0.000039513,0.0080352,0.000014342
63,1573706584.1197,1573706588.12122,3,0,-16,0.0488152,0.000009757,-0.1145162,0.000080525,-0.0737738,0.000127095
64,1573706596.16891,1573706600.16936,3,0,-17,0.0292072,0.000018267,-0.1510674,0.000113667,-0.1702978,0.000021879
65,1573706607.10397,1573706611.10484,3,0,-18,0.0130246,0.000026605,-0.0320924,0.00014712,-0.1318182,0.000078043
66,1573706616.61525,1573706620.61547,3,0,-19,0.0015156,0.000017953,-0.0017712,0.000010035,-0.1120838,0.000023231
67,1573706630.3199,1573706634.32076,3,0,-20,-0.0120872,0.000046618,0.0044222,0.000013142,-0.113666,0.000014053
68,1573706645.14399,1573706649.1471,3,0,-21,-0.0315486,0.000023797,0.0039366,0.000004775,-0.1352454,0.000018036
69,1573706660.53574,1573706664.53567,3,0,-22,-0.0703676,0.000014622,0.0016322,0.000003493,-0.1900548,0.000013424
70,1573706676.54349,1573706680.54533,3,0,-23,-0.1419528,0.000039379,-0.0016308,0.000020167,-0.30028,0.000033912
71,1573706687.11967,1573706691.12094,3,0,-24,-0.263328,0.00012518,-0.0040362,0.00005763,-0.508476,0.000053198
72,1573706929.37606,1573706933.37781,-1.5,0,-5,-0.0107738,0.000008075,0.0049666,0.000018119,-0.13423,0.000038
73,1573706943.63185,1573706947.63195,-1.5,0,-6,-0.0119142,0.000003347,-0.0045714,0.00000251,-0.1106292,0.000015238
74,1573706954.61676,1573706958.61742,-1.5,0,-7,-0.0111768,0.000006943,-0.0079138,0.000002775,-0.1108164,0.000007369
75,1573706966.79229,1573706970.79161,-1.5,0,-8,-0.0072006,0.00001511,-0.004522,0.000006,-0.131605,0.000016432
76,1573706977.51177,1573706981.51154,-1.5,0,-9,0.0003182,0.000029987,0.0144024,0.000012661,-0.1801258,0.000053195
77,1573706988.91254,1573706992.91264,-1.5,0,-10,-0.013244,0.00001391,0.100942,0.00030184,-0.1458048,0.000444434
78,1573706999.55214,1573707003.55418,-1.5,0,-11,-0.0083124,0.000016846,0.1973068,0.000210606,0.0163596,0.000019034
79,1573707012.15966,1573707016.15968,-1.5,0,-12,0.000068,0.000034081,0.056874,0.000233423,-0.0130368,0.000027689
80,1573707027.11979,1573707031.12039,-1.5,0,-13,0.0043858,0.000005718,0.0235482,0.00002104,-0.023583,0.000023801
81,1573707044.15189,1573707048.15188,-1.5,0,-14,0.0019134,0.000006693,0.0126838,0.00000705,-0.0159566,0.000010286
82,1573707056.96036,1573707060.96262,-1.5,0,-15,-0.0023886,0.000062204,-0.0049324,0.000107179,0.0047532,0.000158164
83,1573707070.19219,1573707074.1932,-1.5,0,-16,-0.0135276,0.000006189,-0.0605226,0.0001027,-0.0128738,0.000064635
84,1573707086.64982,1573707090.6498,-1.5,0,-17,-0.0071308,0.000078995,-0.1700672,0.000120889,-0.1688778,0.000081202
85,1573707099.56828,1573707103.57029,-1.5,0,-18,0.0006554,0.000004506,-0.0528646,0.000073207,-0.1429436,0.000025977
86,1573707112.67185,1573707116.67243,-1.5,0,-19,0.0055368,0.000021534,-0.0058418,0.000033462,-0.117679,0.000013304
87,1573707125.67214,1573707129.67175,-1.5,0,-20,0.0104478,0.000025655,0.0037756,0.000009236,-0.1185392,0.000019563
88,1573707138.33636,1573707142.33834,-1.5,0,-21,0.0168582,0.000059428,0.0041112,0.000011256,-0.1439536,0.000031421
89,1573707151.13584,1573707155.13587,-1.5,0,-22,0.027339,0.000033008,0.0016206,0.000099148,-0.20941,0.000178045
90,1573707163.64029,1573707167.63996,-1.5,0,-23,0.0424538,0.000098761,-0.0015562,0.000080335,-0.334964,0.000312778
91,1573707176.08794,1573707180.08964,-1.5,0,-24,0.0642864,0.000011014,-0.0061744,0.000005857,-0.583968,0.000427165
92,1573707448.43224,1573707452.43209,-3,0,-5,-0.0213236,0.000001673,0.0075018,0.000005167,-0.1344712,0.000013554
93,1573707459.79291,1573707463.79468,-3,0,-6,-0.014206,0.000002449,-0.0026732,0.000001304,-0.1086416,0.000018636
94,1573707471.08017,1573707475.08015,-3,0,-7,-0.0066908,0.000002588,-0.0063454,0.000000894,-0.1074482,0.000009757
95,1573707483.31329,1573707487.31501,-3,0,-8,0.008392,0.000006442,-0.0041456,0.000004336,-0.1248316,0.000014223
96,1573707496.16857,1573707500.16995,-3,0,-9,0.0389584,0.000022854,0.0095536,0.00002212,-0.162074,0.000034821
97,1573707508.28015,1573707512.28018,-3,0,-10,0.0161826,0.000571421,0.0708462,0.000846883,-0.1717284,0.000933702
98,1573707519.96104,1573707523.96228,-3,0,-11,-0.0181814,0.000005771,0.211826,0.000027019,0.0059056,0.000028378
99,1573707532.22473,1573707536.22516,-3,0,-12,-0.0072238,0.00001071,0.0775444,0.000020804,-0.0046664,0.000022356
100,1573707544.5526,1573707548.55395,-3,0,-13,0.0033518,0.000001095,0.0267694,0.000003362,-0.0166736,0.000009762
101,1573707556.6725,1573707560.67343,-3,0,-14,0.0092678,0.000010986,0.0047582,0.000003899,-0.0141734,0.000048464
102,1573707574.72816,1573707578.72791,-3,0,-15,0.0024518,0.000005718,-0.016171,0.000006285,0.0027972,0.000033462
103,1573707587.39306,1573707591.39372,-3,0,-16,-0.0432228,0.00001499,-0.0808216,0.000016041,-0.0380144,0.000038798
104,1573707598.96817,1573707602.96783,-3,0,-17,-0.0223198,0.000004207,-0.1532436,0.000012054,-0.160193,0.000014883
105,1573707611.39265,1573707615.39292,-3,0,-18,-0.0035322,0.000005495,-0.0399292,0.000008585,-0.131254,0.000028293
106,1573707627.82449,1573707631.82607,-3,0,-19,0.0096228,0.00008585,-0.0024972,0.000107621,-0.10952,0.000060659
107,1573707640.09812,1573707644.09801,-3,0,-20,0.0224526,0.000015126,0.0046516,0.000013903,-0.110162,0.000038987
108,1573707653.54505,1573707657.54488,-3,0,-21,0.0423684,0.000020281,0.0049664,0.000003975,-0.13221,0.000025739
109,1573707669.44037,1573707673.44282,-3,0,-22,0.0783198,0.000019357,0.0022636,0.000003507,-0.1911826,0.000039897
110,1573707681.08892,1573707685.09084,-3,0,-23,0.1366276,0.000032754,-0.002331,0.000003606,-0.3063,0.000030822
111,1573707699.04081,1573707703.04135,-3,0,-24,0.2349,0.000115542,-0.0083198,0.00001006,-0.535742,0.000102811
